State,Year,annual_average_dni,annual_average_precipitation,annual_average_snowfall,annual_average_temperature,annual_average_windspeed,annual_gdp,annual_revenue_of_electricity_providers,annual_subsidies,average_electricity_price,prime_supplier_residual_oil,total_coal_consumption,total_natural_gas_consumption,potential_hydro_cap,potential_hydro_gen,total_state_area,producer_price_index,electricity_generated_from_biomass,electricity_generated_from_coal,electricity_generated_from_geothermal,electricity_generated_from_hydroelectrical,electricity_generated_from_natural_gas,electricity_generated_from_others,electricity_generated_from_other_gases,electricity_generated_from_petroleum,electricity_generated_from_pump_storage,electricity_generated_from_solar_and_photovoltaics,electricity_generated_from_wind,electricity_generated_from_wood_and_wood_derivatives,renewable_energy_percentage
GA,2001,5.263422962,1083.8546296296297,0.9532710280373832,17.433898305084742,23.75,395041.3,7523714000,-1270.8,6.39,274.0,30890896,351109,580.0,3341.0,59425.0,133.76923076923077,28420.0,74561180.0,0.0,2596427.0,3865873.0,7957.0,0.0,1170539.0,-569710.0,0.0,0.0,2974334.0,5.942541279011927
GA,2002,4.914806521,1288.3677685950413,26.2,17.37709677419355,25.86666666666667,399790.5,7725685000,-1242.9,6.24,221.0,32636792,383546,580.0,3341.0,59425.0,130.6153846153846,162459.0,78828124.0,0.0,2715722.0,6889150.0,33649.0,0.0,1204566.0,-648168.0,0.0,0.0,6218977.0,8.855967862892474
GA,2003,4.7661472389999995,1469.202479338843,4.632,16.9052,23.529411764705888,410866.0,7815597000,-1313.4,6.32,0.0,33349868,379761,580.0,3341.0,59425.0,137.69230769230768,133922.0,78638490.0,0.0,4140270.0,4276991.0,33195.0,0.0,1194059.0,-636093.0,0.0,0.0,3039351.0,7.352385375563813
GA,2004,4.815323628,1342.449152542373,7.976190476190476,17.328658536585365,25.235294117647058,429301.7,8525249000,-966.3,6.58,0.0,36093848,394986,580.0,3341.0,59425.0,146.30769230769232,83464.0,79942962.0,0.0,3692396.0,6129652.0,39577.0,0.0,946529.0,-877846.0,0.0,0.0,3108274.0,6.453862874003084
GA,2005,4.961553099,1420.0529411764705,3.4851485148514847,17.157444444444444,25.235294117647058,445803.4,9830340000,-1415.7,7.43,340.2,39137498,412560,580.0,3341.0,59425.0,157.0,77124.0,87182259.0,0.0,4032054.0,9771033.0,52527.0,0.0,1033091.0,-209221.0,0.0,0.0,3194764.0,6.748288756430375
GA,2006,5.311053112,1051.4616071428572,4.4587155963302765,17.785934065934068,24.764705882352942,451010.5,10288208000,-1203.7,7.63,203.9,38890321,420469,580.0,3341.0,59425.0,164.23076923076923,56706.0,86503986.0,0.0,2568835.0,12960598.0,118177.0,0.0,834225.0,-400343.0,0.0,0.0,3362211.0,5.2709220216765535
GA,2007,5.122053095,950.2446428571428,5.785046728971963,17.924395604395606,23.64705882352941,452706.7,10799850000,-1243.3,7.86,129.3,40803032,441107,580.0,3341.0,59425.0,172.23076923076923,53324.0,90297529.0,0.0,2236189.0,16078944.0,115497.0,0.0,788226.0,-321649.0,0.0,0.0,3362096.0,4.73310773141989
GA,2008,5.21280823,1204.1876288659794,10.551020408163266,17.145238095238096,24.764705882352942,442300.5,11950662000,-1204.2,8.84,57.4,39296063,425043,580.0,3341.0,59425.0,189.0,121685.0,85491256.0,0.0,2144618.0,13428411.0,51404.0,0.0,741561.0,-156922.0,0.0,0.0,2660284.0,4.565046076657369
GA,2009,4.619070198,1655.1300613496933,13.376344086021506,17.225217391304348,23.705882352941174,425155.8,11516295000,-1337.0,8.81,32.9,32784856,462799,580.0,3341.0,59425.0,172.6153846153846,79602.0,69478196.0,0.0,3259685.0,20505750.0,25337.0,0.0,649675.0,271988.0,0.0,0.0,2745570.0,6.552380955914987
GA,2010,5.629854456,1138.52,62.809917355371894,16.9275,22.375,430702.0,12481460000,-1163.4,8.87,0.0,34268680,530030,580.0,3341.0,59425.0,184.15384615384616,127002.0,73298042.0,0.0,3321702.0,23884456.0,17535.0,0.0,640564.0,-277954.0,0.0,0.0,3053561.0,5.981181475699763
GA,2011,5.42879284,1063.873142857143,76.42105263157895,17.878317757009345,23.0625,438060.2,13108534000,-1294.7,9.61,25.0,28893582,522897,580.0,3341.0,59425.0,200.6153846153846,119262.0,60159341.0,0.0,2705056.0,26543605.0,27868.0,0.0,551289.0,-708621.0,0.0,0.0,3070257.0,5.60837349485996
GA,2012,5.082518848,1075.451497005988,0.1875,18.327719298245615,22.058823529411764,443566.1,12274740000,-1283.5,9.37,0.0,20836259,615771,580.0,3341.0,59425.0,201.6153846153846,168121.0,40715047.0,0.0,2236300.0,42538601.0,56054.0,0.0,378072.0,-837884.0,0.0,0.0,3107492.0,5.289648741096874
GA,2013,4.743077044,1639.0052287581698,3.5,17.355287356321842,23.235294117647058,449796.1,12649999000,-1251.6,9.69,0.0,20633402,625283,580.0,3341.0,59425.0,203.07692307692307,415240.0,40232869.0,0.0,3713591.0,40329848.0,87836.0,0.0,274937.0,-427301.0,0.0,0.0,3409441.0,8.077302198687883
GA,2014,5.172133573,1286.2154320987656,52.53333333333333,16.90632183908046,23.176470588235286,465137.8,13613674000,-1231.4,10.03,290.4,22659682,652408,580.0,3341.0,59425.0,205.0,358386.0,45276138.0,0.0,3301080.0,40843391.0,63535.0,0.0,373397.0,-780633.0,0.0,0.0,3819899.0,7.183226782877389
GA,2015,4.738304769,1531.594674556213,14.066666666666665,18.28036144578313,23.882352941176467,484378.4,13069830000,-1230.2,9.62,186.8,19306704,694399,580.0,3341.0,59425.0,189.92307692307693,340799.0,37130630.0,0.0,2983563.0,50469267.0,87118.0,0.0,260371.0,-814532.0,0.0,0.0,4392768.0,7.277384464292583
GA,2016,5.742693445,1045.3637362637362,8.8,18.283666666666665,24.64705882352941,500909.3,13239690000,-1391.4,9.59,0.0,19271596,706688,580.0,3341.0,59425.0,184.92307692307693,345198.0,37890028.0,0.0,3082281.0,52978645.0,97548.0,0.0,218607.0,-993024.0,0.0,0.0,4311432.0,6.8884282117209095
MT,1998,4.802328327,588.9274809160305,943.608108108108,6.137594936708862,34.5,30477.6,694549000,-362.4,4.64,0.0,0,59840,3914.0,23413.0,147040.0,123.92307692307692,0.0,16784786.0,0.0,11117940.0,55776.0,0.0,31136.0,426731.0,0.0,0.0,0.0,44149.0,39.219556720647184
MT,1999,4.93791661,514.4494661921708,899.876404494382,6.181612903225807,38.45454545454545,30588.8,659050000,-482.4,3.57,0.0,0,62129,3914.0,23413.0,147040.0,124.92307692307692,0.0,16993155.0,0.0,13822062.0,36606.0,0.0,30606.0,486959.0,0.0,0.0,0.0,49946.0,44.15118410848556
MT,2000,4.869131095,460.58455882352933,1176.7957746478876,5.402875,37.63636363636363,31369.8,905825000,-480.4,4.944,0.0,0,67955,3914.0,23413.0,147040.0,132.15384615384616,0.0,16200839.0,0.0,9623257.0,26607.0,0.0,34311.0,519891.0,0.0,0.0,0.0,46923.0,36.557700284456715
MT,2001,5.226282714,437.0866197183098,767.4261363636364,6.253155893536122,39.52941176470589,31573.4,895883000,-502.9,5.856,0.0,10838145,65051,3914.0,23413.0,147040.0,133.76923076923077,0.0,17035883.0,0.0,6613477.0,20089.0,0.0,0.0,497613.0,0.0,0.0,0.0,0.0,27.36566405961966
MT,2002,4.904587933,507.6740614334471,1239.0674846625764,4.889580152671756,41.70588235294117,32514.1,827742000,-317.4,3.904,0.0,9746411,69532,3914.0,23413.0,147040.0,130.6153846153846,0.0,15337829.0,0.0,9566911.0,16678.0,0.0,0.0,469659.0,0.0,0.0,0.0,0.0,37.67824027314792
MT,2003,4.910520785,518.035593220339,1399.1907514450866,6.078916967509025,39.8235294117647,33860.3,890373000,-401.5,4.1819999999999995,0.0,11031665,68473,3914.0,23413.0,147040.0,137.69230769230768,0.0,17048635.0,0.0,8701772.0,25468.0,0.0,0.0,402164.0,0.0,0.0,0.0,0.0,33.24073281424938
MT,2004,4.681404515,520.0234042553192,823.2095808383234,5.801082089552238,40.1764705882353,35323.0,948803000,-335.3,4.348,0.0,11321883,66829,3914.0,23413.0,147040.0,146.30769230769232,0.0,17380228.0,0.0,8856031.0,27948.0,0.0,0.0,439137.0,0.0,0.0,0.0,0.0,33.164501794232216
MT,2005,4.949729286,594.5366037735849,1017.3219178082193,5.805357142857143,39.882352941176464,37078.1,1030891000,-449.9,4.578,0.0,11587500,68355,3914.0,23413.0,147040.0,157.0,0.0,17823338.0,0.0,9587351.0,26940.0,0.0,0.0,414875.0,0.0,0.0,0.0,0.0,34.42186382955012
MT,2006,4.988872772,555.1763250883391,831.6590909090909,6.44375,40.647058823529406,38473.9,1091294000,-353.1,4.716,2.6,11302084,73879,3914.0,23413.0,147040.0,164.23076923076923,0.0,17085080.0,0.0,10130162.0,67581.0,0.0,0.0,419125.0,0.0,0.0,0.0,0.0,36.56841027930599
MT,2007,4.952317643,514.2939393939394,948.5112359550563,6.405,40.66666666666666,40401.9,1244736000,-362.0,4.97,0.0,11928925,73822,3914.0,23413.0,147040.0,172.23076923076923,0.0,18356773.0,0.0,9364335.0,105975.0,0.0,0.0,478677.0,0.0,0.0,0.0,0.0,33.08278950997959
MT,2008,4.873809969,576.9493243243244,1565.0882352941173,4.902542372881356,39.647058823529406,40112.7,1359323000,-405.7,5.646,0.0,12011567,76422,3914.0,23413.0,147040.0,189.0,0.0,18331533.0,0.0,9999558.0,65658.0,0.0,0.0,419150.0,0.0,0.0,0.0,0.0,34.70153056824637
MT,2009,4.808887308,522.3888157894737,1462.9506172839506,4.92976897689769,38.6875,39388.1,1245565000,-414.2,5.236000000000001,0.0,10151222,75802,3914.0,23413.0,147040.0,172.6153846153846,0.0,15611280.0,0.0,9505940.0,77760.0,0.0,0.0,490432.0,0.0,0.0,0.0,0.0,37.009100730017494
MT,2010,4.601762628,624.7022653721683,1421.469512195122,5.226212624584718,36.117647058823536,40595.1,1215516000,-429.2,5.34,0.0,12005206,72025,3914.0,23413.0,147040.0,184.15384615384616,0.0,18600634.0,0.0,9414661.0,57112.0,0.0,0.0,408501.0,0.0,0.0,0.0,0.0,33.056042314381266
MT,2011,4.769969626,714.6146017699115,1693.3709677419354,4.984806451612903,40.333333333333336,41511.3,1255916000,-440.3,5.284,0.0,9757789,78217,3914.0,23413.0,147040.0,200.6153846153846,0.0,15055722.0,0.0,12595880.0,418195.0,0.0,0.0,460626.0,0.0,0.0,0.0,0.0,44.148942341303524
MT,2012,4.685453849,560.4825396825397,1199.655172413793,6.582289562289562,39.0,42041.6,1251834000,-383.9,5.112,0.0,9057056,73399,3914.0,23413.0,147040.0,201.6153846153846,0.0,13987393.0,0.0,11283466.0,463999.0,0.0,0.0,466972.0,0.0,0.0,0.0,0.0,43.063656240804555
MT,2013,4.743134931,566.4023972602739,1433.2307692307693,5.6176791808873725,38.0,42429.7,1321752000,-427.1,5.367999999999999,0.0,9562164,79670,3914.0,23413.0,147040.0,203.07692307692307,0.0,14880296.0,0.0,9638259.0,614231.0,0.0,0.0,462303.0,0.0,0.0,0.0,0.0,37.65667312194148
MT,2014,4.71615823,649.8395683453238,1823.7972972972973,5.295488215488216,40.714285714285715,43285.1,1326007000,-330.3,5.386,0.0,10179545,78110,3914.0,23413.0,147040.0,205.0,0.0,15830568.0,0.0,11214709.0,543545.0,0.0,0.0,423279.0,0.0,0.0,0.0,0.0,40.03522977444641
MT,2015,4.898945899,499.0651245551602,1043.8026315789473,6.828881355932204,37.76470588235294,45042.5,1369835000,-285.9,5.35,0.0,10277308,75042,3914.0,23413.0,147040.0,189.92307692307693,0.0,16013206.0,0.0,9887731.0,599208.0,0.0,0.0,496424.0,0.0,0.0,0.0,0.0,36.625880125730056
MT,2016,5.213883261,591.9861386138614,966.5368421052632,6.610241379310344,41.0,44580.7,1340894000,-379.7,5.178,0.0,9328183,75037,3914.0,23413.0,147040.0,184.92307692307693,0.0,14329081.0,0.0,10183481.0,694107.0,0.0,0.0,459985.0,0.0,0.0,0.0,0.0,39.67591958032395
WV,1998,4.203339139,1175.4701149425287,620.6086956521739,12.219090909090907,19.25,217403.2,1344740000,-543.4,5.07,0.0,0,142860,1228.0,6444.0,24230.0,123.92307692307692,0.0,91213355.0,0.0,1086344.0,184473.0,215.0,136854.0,200945.0,0.0,0.0,0.0,0.0,1.1703495110533166
WV,1999,4.943319003,980.043956043956,986.9010989010987,11.657796610169491,24.714285714285715,226417.0,1382944000,-774.0,5.09,0.0,0,139961,1228.0,6444.0,24230.0,124.92307692307692,0.0,93329226.0,0.0,930255.0,164472.0,195.0,75458.0,192990.0,0.0,0.0,0.0,0.0,0.9823946531152236
WV,2000,4.197902066,1089.866304347826,790.9673913043479,11.003692307692306,24.714285714285715,233212.3,1405280000,-843.1,5.07,30.0,0,147854,1228.0,6444.0,24230.0,132.15384615384616,14432.0,91202309.0,0.0,1150903.0,139519.0,196.0,95064.0,262753.0,0.0,0.0,0.0,0.0,1.2548675942852894
WV,2001,4.649892905,1027.8298850574713,614.5955056179776,11.484426229508195,24.5,236189.2,1402905000,-732.2,5.07,20.0,32694237,141090,1228.0,6444.0,24230.0,133.76923076923077,0.0,80214404.0,0.0,951943.0,275865.0,10809.0,89500.0,278676.0,0.0,0.0,0.0,0.0,1.163443013428415
WV,2002,4.2858947469999995,1236.242105263158,734.8409090909091,11.737857142857145,25.9,241068.4,1454590000,-667.7,5.11,0.0,37827819,146455,1228.0,6444.0,24230.0,130.6153846153846,0.0,92951316.0,0.0,1065737.0,241141.0,16769.0,174599.0,297587.0,0.0,0.0,0.0,0.0,1.1248222360759372
WV,2003,3.748756067,1512.5296703296704,1802.48,10.73246153846154,24.444444444444446,247796.9,1450277000,-846.3,5.13,0.0,37468318,126986,1228.0,6444.0,24230.0,137.69230769230768,0.0,92468983.0,0.0,1356029.0,277838.0,17052.0,169781.0,247897.0,0.0,0.0,0.0,0.0,1.4343809096869202
WV,2004,3.9006425460000003,1375.5011904761905,785.3013698630137,11.486140350877195,24.2,255891.9,1483203000,-693.6,5.13,0.0,35956431,122267,1228.0,6444.0,24230.0,146.30769230769232,0.0,87584598.0,0.0,1318279.0,255311.0,12753.0,147802.0,267559.0,0.0,0.0,0.0,0.0,1.4715184917444188
WV,2005,4.069356535,1086.9865979381443,1005.2808988764044,11.527323943661974,24.4,262068.2,1554284000,-997.6,5.15,0.0,37875179,117136,1228.0,6444.0,24230.0,157.0,0.0,91417003.0,0.0,1447564.0,287093.0,11215.0,85511.0,223292.0,0.0,0.0,0.0,0.0,1.5486658964226576
WV,2006,4.102528138,1120.4126315789474,539.5894736842105,11.721857142857145,26.4,266660.1,1628704000,-848.5,5.04,0.0,37862654,113084,1228.0,6444.0,24230.0,164.23076923076923,0.0,91473320.0,0.0,1572434.0,361836.0,6478.0,52796.0,174884.0,0.0,0.0,0.0,0.0,1.6792018876025254
WV,2007,4.334125417,1093.1482352941175,935.421052631579,11.678333333333333,24.7,268050.3,1825145000,-726.9,5.34,0.0,38056404,115974,1228.0,6444.0,24230.0,172.23076923076923,0.0,91866265.0,0.0,1254397.0,388794.0,472.0,55677.0,199920.0,0.0,0.0,0.0,0.0,1.3378019266676104
WV,2008,4.120443032,1176.6714285714286,798.0123456790125,10.898518518518516,26.625,264524.7,1919606000,-731.5,5.61,0.0,37706159,111480,1228.0,6444.0,24230.0,189.0,0.0,89113480.0,0.0,1248038.0,180409.0,2200.0,50250.0,137200.0,0.0,0.0,0.0,0.0,1.3755277283453367
WV,2009,3.783179868,1181.9385542168675,1170.6941176470586,10.844406779661016,24.6,257125.0,2012755000,-1003.9,6.65,8.2,29255356,109652,1228.0,6444.0,24230.0,172.6153846153846,0.0,68079901.0,0.0,1645926.0,109434.0,465.0,35868.0,169317.0,0.0,0.0,0.0,0.0,2.3499494459745107
WV,2010,4.433398633,1078.3845360824741,1996.3456790123455,11.139016393442624,22.777777777777782,265116.5,2385580000,-853.3,7.45,0.0,32751739,113179,1228.0,6444.0,24230.0,184.15384615384616,0.0,78147562.0,0.0,1367362.0,139603.0,617.0,40074.0,154557.0,0.0,0.0,0.0,0.0,1.7124181001136198
WV,2011,3.9206004589999996,1369.1914285714286,1017.2,11.765,24.4,270666.3,2460139000,-930.1,7.88,0.0,31916965,115361,1228.0,6444.0,24230.0,200.6153846153846,0.0,75964108.0,0.0,1453110.0,251464.0,47.0,30477.0,188482.0,0.0,0.0,0.0,0.0,1.8656478800603247
WV,2012,4.53337484,1113.8364864864866,819.304347826087,12.210961538461538,23.1,274540.5,2507116000,-935.5,8.14,0.0,29571091,129753,1228.0,6444.0,24230.0,201.6153846153846,0.0,70267429.0,0.0,1431440.0,242893.0,0.0,31629.0,143447.0,0.0,0.0,0.0,0.0,1.9848901306515965
WV,2013,4.077254008,1183.8753246753247,1248.6923076923074,10.751296296296296,24.818181818181817,275648.7,2485252000,-906.7,7.91,0.0,30093280,142082,1228.0,6444.0,24230.0,203.07692307692307,0.0,72284357.0,0.0,1738776.0,269639.0,0.0,29948.0,149831.0,0.0,0.0,0.0,0.0,2.334787752872867
WV,2014,4.22898674,1080.419718309859,1450.321428571429,10.131785714285714,27.5,282031.2,2502251000,-772.8,7.65,0.0,31883464,165341,1228.0,6444.0,24230.0,205.0,0.0,77509841.0,0.0,1344547.0,658723.0,0.0,30877.0,163162.0,0.0,0.0,0.0,0.0,1.6868587071548788
WV,2015,4.219837077,1223.82,1113.5121951219512,11.46125,24.9,288260.1,2620857000,-881.2,8.11,0.0,28223351,174165,1228.0,6444.0,24230.0,189.92307692307693,0.0,68056092.0,0.0,1385043.0,1303630.0,0.0,29077.0,140212.0,0.0,0.0,0.0,0.0,1.9531290652202735
WV,2016,4.619192666,1154.9126582278482,1224.54,12.043265306122448,26.63636363636364,291320.5,2879482000,-876.9,8.98,0.0,29549447,171825,1228.0,6444.0,24230.0,184.92307692307693,0.0,71411624.0,0.0,1409664.0,1227204.0,-7092.0,24652.0,122668.0,0.0,0.0,0.0,0.0,1.9001055686093518
ME,1998,4.161423223,1193.964705882353,1489.46875,6.842884615384616,34.333333333333336,315056.7,1131165000,-897.8,9.75,1072.0,0,5716,1059.0,6146.0,35380.0,123.92307692307692,798697.0,588362.0,0.0,3715966.0,3369.0,0.0,4943.0,3145163.0,0.0,0.0,0.0,2746817.0,65.99355448906907
ME,1999,4.669677087,1159.9791666666667,1597.5692307692307,6.947692307692307,32.375,332253.9,1167145000,-925.9,9.77,1103.4,0,6572,1059.0,6146.0,35380.0,124.92307692307692,527760.0,494407.0,0.0,3755956.0,80735.0,0.0,4517.0,4711421.0,0.0,0.0,0.0,3099133.0,58.252251531470634
ME,2000,4.177065449,1103.768253968254,2315.425925925926,5.3307142857142855,29.714285714285715,359286.0,1719235000,-903.2,7.688,833.4,0,44779,1059.0,6146.0,35380.0,132.15384615384616,580870.0,649748.0,0.0,3590815.0,3044440.0,143747.0,0.0,2797329.0,0.0,0.0,0.0,3240998.0,52.76701997807936
ME,2001,4.710889837,761.6852941176469,2404.016393442623,6.351,29.2,363865.6,2112816000,-1020.9,8.443999999999999,708.4,180210,95733,1059.0,6146.0,35380.0,133.76923076923077,295585.0,528412.0,0.0,2645123.0,10052949.0,411090.0,0.0,2101522.0,0.0,0.0,0.0,3530140.0,33.0738931881871
ME,2002,4.3548753819999995,1062.2260273972604,1922.0,5.901020408163265,29.0,364926.0,2264561000,-1072.1,8.234,576.7,220603,101536,1059.0,6146.0,35380.0,130.6153846153846,319771.0,603939.0,0.0,2767847.0,13503963.0,386220.0,0.0,1229486.0,0.0,0.0,0.0,3723759.0,30.225788923311907
ME,2003,4.219872442,1147.9260273972602,2159.7419354838707,5.255636363636363,28.5,374692.5,2308335000,-1214.2,6.954,468.1,163802,70832,1059.0,6146.0,35380.0,137.69230769230768,298106.0,376532.0,0.0,3172621.0,9438704.0,478184.0,0.0,1919549.0,0.0,0.0,0.0,3287904.0,35.624992093444945
ME,2004,4.3575587119999994,968.9418918918919,1170.3103448275865,5.231851851851851,30.1,383895.8,2361080000,-1235.8,7.058,447.5,167757,72565,1059.0,6146.0,35380.0,146.30769230769232,411081.0,359410.0,0.0,3430248.0,9832187.0,567050.0,0.0,1311911.0,0.0,0.0,0.0,3186956.0,36.799532830339515
